index,frb_name,fingerprint,name,timestamp,dm,fluence,width_ms,scattering_ms,ra,dec,snr,peak_freq
44,FRB20180923D,87fc9819a428a8075e48b76de1559b26617b27e8d1d540f26cc863afdb51c633,FRB20180923D,2018-09-23T19:06:51.596049,329.3996,2.2,0.00098,0.00011,169.08,48.75,91.0,448.0
45,FRB20180923C,ba2e586e90f5a9db8941fb9c0acd31bf2ba0c7dac8def49714a39b76ed81fae5,FRB20180923C,2018-09-23T23:47:24.512266,173.9839,1.4,0.00032,0.0005,239.14,22.85,17.7,420.5
46,FRB20180924A,183d28f7a5030e187e15ade3670eb6730972d278f07a2bb4a08a32f83fcc566a,FRB20180924A,2018-09-24T10:08:46.421007,1116.5456,3.5,0.00087,,35.46,37.52,21.4,770.6
47,FRB20180925A,42b5a4cc9a04e0cea8db2335aced2011c9dda32dfd404b366f5bc9ba44493af9,FRB20180925A,2018-09-25T12:43:17.211648,237.742,8.7,0.00452,,74.93,77.99,13.7,800.2
48,FRB20180925B,89bc195d4445dbe1874ef4ab8627f60702ebc4b9e530ae51fbbb9e00e3e77f33,FRB20180925B,2018-09-25T17:26:59.423044,667.866,2.7,0.00115,,145.45,20.99,16.1,479.6
49,FRB20180928A,9b1639e5d4a9538c7515e06e6ae26c71f215cc801fde186b2b2bdd7d03f75a5b,FRB20180928A,2018-09-28T04:24:31.505222,252.7681,2.5,0.000269,0.00015,312.95,30.85,66.0,400.2
50,FRB20181012B,6e51be2b37fd3643e936a7b62570bae866e42b02d8a1f2e6ef09cb804cda20a1,FRB20181012B,2018-10-12T20:22:26.855530,715.189,1.4,0.00056,0.00026,206.33,64.15,16.1,428.3
51,FRB20181013A,163db72c2e27a3e3dbe21d181f7d2cae785f59bb47345a25e19adf7235e737b4,FRB20181013A,2018-10-13T00:04:30.086141,309.3055,3.5,0.000512,,262.83,38.41,31.4,443.7
52,FRB20181013E,deeb36d34c214df9270342339eab6a3cb83838fc58aa15c7c48bcbcbff893fb5,FRB20181013E,2018-10-13T02:56:22.726170,345.297,2.0,0.00086,,307.28,69.02,12.8,400.2
53,FRB20181013B,88e96ea1b39d2de8a26dc0596da66dcf80933e941d5de404cbb5f4f744c8c3c0,FRB20181013B,2018-10-13T12:57:52.186262,277.507,21.0,0.0028,0.0656,97.18,52.04,29.9,400.2
54,FRB20181013C,7bd3580c3ab37511f130e72fa9908ebfd6775f4e2f7a35437f0570e6dfe7ee99,FRB20181013C,2018-10-13T16:19:11.497645,1005.766,1.6,0.00076,0.00044,146.07,34.1,15.1,400.2
55,FRB20181014A,2cdb7d781756c52feb62ca22539da15b8d4a9f26a0db9142a4f96a1e71ebeefb,FRB20181014A,2018-10-14T09:39:48.163331,1314.8896,2.7,0.00205,,46.01,63.33,20.6,800.2
56,FRB20181014B,a216550916c09eac21bb3ca27d35ecc6a6e8d655eb74cdd425a79fc9bbeaff49,FRB20181014B,2018-10-14T11:45:31.552007,887.972,1.9,0.00073,0.0011,78.56,14.66,26.2,487.5
57,FRB20181014C,64a6a98183a4d9b04ef31cdc4c24aee6c53b7b7052e60612e7cef2f1e4116a29,FRB20181014C,2018-10-14T14:18:58.719139,752.1671,1.5,0.00079,,117.87,41.59,11.1,537.7
58,FRB20181014D,ed1eb212f23971f4e058d32395474baf4cb41ea129013a09322cba29cc6f3eaf,FRB20181014D,2018-10-14T20:50:28.440793,377.132,18.0,0.00172,,216.04,-2.93,13.9,624.3
59,FRB20181015A,87b36ab7ffe999ac4be685aba7f9ed9384a15d0d1828101387f65526c9056e48,FRB20181015A,2018-10-15T18:04:26.733700,568.8231,3.4,0.000738,,175.76,83.58,13.3,403.2
60,FRB20181017B,aee9eee68fcfa21fa9ff08a60d30ea915f6a2d709885f40024a4c07a0c75010a,FRB20181017B,2018-10-17T22:18:54.316426,307.369,6.5,0.00231,0.0043,237.76,78.5,18.6,593.2
61,FRB20181017A,5a1d84136b86988904d2efb2ccce5faf544015fa98777f67e4916d1c25d12e5b,FRB20181017A,2018-10-17T23:26:11.830502,1281.875,16.0,0.00277,0.0277,256.33,68.28,22.4,535.9
62,FRB20181018B,d9555fe528cfc4cdb09005cc0211879ac33f1a7885c277e3a58a60d4169eb845,FRB20181018B,2018-10-18T04:39:31.375114,293.867,7.9,0.000478,,336.82,71.91,51.3,567.4
63,FRB20181018A,c6a21d09af64264205167a19739b298aca3fb77e85ed25efca61eca2eef4641e,FRB20181018A,2018-10-18T07:20:45.048393,1129.449,5.8,0.0085,,17.03,51.55,12.9,800.2
64,FRB20181018C,3c8c9ce11fb2792db9ed9b9614d9e720c77fc6faaed0721e204ff88a407bd11c,FRB20181018C,2018-10-18T10:42:52.339113,411.1927,3.3,0.000477,,67.15,37.57,41.7,400.2
65,FRB20181019A,7ec8c2b4719b0176e512f6b6bd1e3ff23c25ec45e5608175f070b1993365982d,FRB20181019A,2018-10-19T08:13:22.734681,348.778,10.4,0.00314,,29.5,65.72,27.8,685.7
66,FRB20181019A,b0ce361222cfcb08543dbd0ebdf16a29191053e7dd2b104800614e0bd665144c,FRB20181019A,2018-10-19T08:13:22.798617,348.778,10.4,0.00246,,29.5,65.72,27.8,630.1
67,FRB20181019B,57b5191a266a3ae3bf7356ce2344f7ca09054dbdea258c444256adbd125db551,FRB20181019B,2018-10-19T08:44:33.248371,725.184,2.7,0.0013,,37.87,68.18,10.9,460.1
68,FRB20181019C,a3029ab7cc2dbb4e93adb349bb34ea163d3385e922378db9b0e2adda213c23b9,FRB20181019C,2018-10-19T22:19:38.494041,501.6356,2.1,0.000723,,244.7,66.27,16.2,800.2
69,FRB20181020A,f19790e0d768ffc9adbc403c81d30f066b9b13c73034c9f65f383734ca3c4ca4,FRB20181020A,2018-10-20T03:33:41.471770,1112.473,4.9,0.00196,0.00153,322.62,78.83,12.2,400.2
70,FRB20181022C,a4f7407394445da1ca7de1bfd4baff991af92b8358dbf04a8e269e14381f58a0,FRB20181022C,2018-10-22T03:28:00.975331,528.473,3.2,0.0008,0.00068,141.56,83.81,14.2,443.9
71,FRB20181022D,40a31809f200aceaf1435e0490932a3c31f64576d1512259fc252a45a50bb747,FRB20181022D,2018-10-22T17:53:44.055136,514.3343,6.2,0.000594,,179.18,36.53,52.1,754.7
72,FRB20181022E,d29e15ddea06d2192fc30b9118ce487b25a1616bc3b09cc51030d923359689c9,FRB20181022E,2018-10-22T20:37:27.657869,285.986,2.1,0.0004,0.00063,221.18,27.13,18.8,443.7
73,FRB20181025A,747e74ad7a88b6f245751b173c464e51e233d9dfa316fa947c8568c089de3f9b,FRB20181025A,2018-10-25T12:51:25.973511,592.5644,2.7,0.000355,0.00026,105.78,64.25,20.8,400.2
74,FRB20181027A,2788c1bb0404292670b96a18d4dcc90534b0110420659c3a4c6ff429cf45ad23,FRB20181027A,2018-10-27T14:22:00.507590,727.744,22.0,0.00072,0.00472,131.9,-4.24,22.3,800.2
75,FRB20181028A,e97e4e6a5f720d33ea3eac4701e310732ddf2219a5608c1e308b111c638a346f,FRB20181028A,2018-10-28T10:12:34.475587,189.1063,22.6,0.00607,,65.54,73.63,98.4,483.2
76,FRB20181028A,e80e86fd690d27ae09d34c2173212cc43006ba28964d69266df5f28fb8ac4436,FRB20181028A,2018-10-28T10:12:34.479561,189.1063,22.6,0.001749,,65.54,73.63,98.4,481.3
77,FRB20181028A,9b4e9e2151be2e6ccc4db37d825edd152797cc90e2c9ef6282db263e27b55947,FRB20181028A,2018-10-28T10:12:34.495960,189.1063,22.6,0.002178,,65.54,73.63,98.4,469.3
78,FRB20181028A,5eb2f78f0fdcad94050b41a7f49cd49660645d487a13e577dcac50dc51a05a68,FRB20181028A,2018-10-28T10:12:34.509975,189.1063,22.6,0.00271,,65.54,73.63,98.4,450.9
79,FRB20181028A,2ca47223e8e7ac07cab262c2244d283a198bb6f687806f8a7c1fd49ec2591aca,FRB20181028A,2018-10-28T10:12:34.520429,189.1063,22.6,0.00208,,65.54,73.63,98.4,431.0
80,FRB20181030C,ce9790eb7786982f4d5a24bd7aba05240d44ddaca641eba94ba452c015433409,FRB20181030C,2018-10-30T02:05:33.993168,668.7601,5.5,0.00098,0.00074,309.83,3.99,17.0,500.9
81,FRB20181030A,999aee92fdeddc8f63990f2002a5e051e9885c5f03c4670b076dd9d75c802f27,FRB20181030A,2018-10-30T04:13:13.026230,103.396,8.2,0.000695,,158.35,73.79,10.8,703.7
82,FRB20181030B,634817624446a41a4e504618f9437bb70b9ca2bd22cbd1001901494a63401dc7,FRB20181030B,2018-10-30T04:16:21.642010,103.6425,6.9,0.001255,,158.35,73.79,32.9,521.4
83,FRB20181030D,aae9a1c8b44d019d94a4b1f39b7e3efb9c4f87247849b850c5fd4f1abdd751c0,FRB20181030D,2018-10-30T10:52:05.595110,289.4422,5.9,0.000362,0.00087,81.79,16.07,29.2,514.8
84,FRB20181030E,f7fc232c096a11b32f4d150bb5397d69fc63b8dc4d67c1ad5a1c5250d339ac18,FRB20181030E,2018-10-30T14:26:00.960000,159.6902,6.3,0.0059,0.00097,135.67,8.89,37.7,470.5
85,FRB20181101A,ae0b1a7ea058dd66c3b4e9e79c64296bae13784ef8577b35500faeee8fb3d8f5,FRB20181101A,2018-11-01T06:43:51.629866,1472.678,10.7,0.00603,0.01,21.26,53.88,41.2,497.4
86,FRB20181102A,e6e546d78696524c2ea3b47e5693c550161b9a629da1adc59ccff87674bf9a16,FRB20181102A,2018-11-02T11:03:35.726196,414.4649,2.5,0.00069,,87.22,15.63,11.9,800.2
87,FRB20181104A,8e7f2c218f29f8724edaaf67658e512cde9a51df82b720d905064b2f862bdce1,FRB20181104A,2018-11-04T06:57:18.575081,349.4388,5.0,0.000904,0.00069,29.5,65.72,53.9,534.0
88,FRB20181104B,d83967bc2e75c85a63729460f89f0de1fd2d110ca5505622a5dc6f7073e6a4a7,FRB20181104B,2018-11-04T07:07:01.713936,350.14,4.4,0.00661,,29.5,65.72,18.6,431.3
89,FRB20181104C,7b68e388b3ceff55bfcbe811a6038097c8af894da4a447bf931ef7c27b2c61fe,FRB20181104C,2018-11-04T10:15:06.304089,580.8176,20.7,0.000461,,77.05,17.44,101.3,547.6
90,FRB20181104C,6278acb46e4e6156fd50872a4e8f55f599c34396582e2b5e556eb3c994ab9375,FRB20181104C,2018-11-04T10:15:06.307819,580.8176,20.7,0.00146,,77.05,17.44,101.3,561.0
91,FRB20181115A,9fd70100b92f0c13a2b36fa40a952f04ff5714a873d286f239aec805407e182b,FRB20181115A,2018-11-15T13:54:58.045501,981.613,1.9,0.00183,,142.98,56.4,25.2,468.8
92,FRB20181116A,002614d437cb02ef4c9cbb119e1626e300344908dd25fa041cdc25ae04e674aa,FRB20181116A,2018-11-16T06:44:57.566466,355.433,5.2,0.000439,,36.05,4.52,35.9,445.8
93,FRB20181116B,7c9a362356723ab6e123964128e04151bcb747f4ee56ad05c5e2ad576848df87,FRB20181116B,2018-11-16T19:45:54.299180,409.876,1.9,0.000642,0.00017,232.66,64.94,25.8,400.2
94,FRB20181117C,21b8efc230fae1959d0a09045772c0948204f625735e98b990a52c6f95d6d38e,FRB20181117C,2018-11-17T07:48:47.092890,1773.7387,3.0,0.00393,0.00237,53.21,25.73,36.0,676.5
95,FRB20181117A,c5e91b6b7bca0940c7470689d08f00c7c927768e59ba15fe960d93419785cb3b,FRB20181117A,2018-11-17T14:01:36.597807,959.28,3.1,0.00234,,147.73,52.51,13.5,800.2
96,FRB20181117B,8c93fdca46dd150739711b0ff22f4b5717c860881d5920a73f5d0921c4a27e73,FRB20181117B,2018-11-17T21:30:44.987120,538.2,11.0,0.001,,81.09,79.99,18.9,536.4
97,FRB20181117B,e448534e5fb8d7c0256c597d2d21561b4836582413ee038fc75eb3ce34920bc0,FRB20181117B,2018-11-17T21:30:44.991924,538.2,11.0,0.00128,,81.09,79.99,18.9,480.4
98,FRB20181118A,6e3f8f8b0e31f4cdc1acdb72754bec465c5b41cb67ae73363ef598c3705869cf,FRB20181118A,2018-11-18T05:36:39.219886,557.4068,10.0,0.00127,,20.65,-6.41,13.9,630.1
99,FRB20181118B,db386f3741775039f3ec3e76bbe03727c1085fc39b68e00bfc0c78ec141eb646,FRB20181118B,2018-11-18T08:03:32.678168,422.2771,3.2,0.00161,,58.28,10.79,19.5,534.8
100,FRB20181118C,8a84053dd13bba18f6f92cfdc3cf1b3500870ce97b1f73f759ff12099d22cb16,FRB20181118C,2018-11-18T08:44:49.693980,190.167,1.7,0.00378,,65.54,73.63,17.8,508.7
101,FRB20181119B,586892dd158900591ce417b3df9ccfcbc2c944958b1f753ce70f74ddafc74460,FRB20181119B,2018-11-19T00:05:00.498207,609.1008,94.0,0.00333,0.01659,299.38,31.12,150.9,536.4
102,FRB20181119E,a4d3494a85d54da07a5e701d97f0175ff6b8dd08e14c04bd45023eb168b7c5f6,FRB20181119E,2018-11-19T05:15:42.788823,1169.768,2.2,0.00148,,16.36,60.53,11.3,425.3
103,FRB20181119D,640e85194091735715170d79b52a9309e6b749abf20014ca3d999fa82beafed7,FRB20181119D,2018-11-19T09:38:41.733111,564.367,12.6,0.005,,82.99,33.15,41.8,668.9
104,FRB20181119D,1bacefe4905730af9c65dcc13c50b8b962c286791826754c670affe119c01c14,FRB20181119D,2018-11-19T09:38:41.746070,564.367,12.6,0.0096,,82.99,33.15,41.8,629.2
105,FRB20181119D,0cd63b635a42a2141bf5eb37649f7d2bba3e4ee6c84df0d860dc193eacae6505,FRB20181119D,2018-11-19T09:38:41.766115,564.367,12.6,0.0081,,82.99,33.15,41.8,587.2
106,FRB20181119A,064ad826dbfd9095856535b6698744dfcaf5d104e1930d2ac3a24c02ec55045a,FRB20181119A,2018-11-19T16:49:03.170064,364.09,3.5,0.00684,,190.53,65.13,21.8,498.0
107,FRB20181119C,8ec831e04203f6faca6edc5e16bd2fbba28bbe20c80ba7eb449828302de8e622,FRB20181119C,2018-11-19T17:06:29.113327,284.9594,3.5,0.000449,,190.1,82.16,40.7,400.2
108,FRB20181120B,b7c6c5ab2d0aea0fa235e78e37c21cd529e951d2e4387073974cf8d72f358823,FRB20181120B,2018-11-20T05:56:06.221610,349.736,2.7,0.001156,,29.5,65.72,22.1,653.5
109,FRB20181120C,8dea64720321add854784013e1803a98e657eee4efaf8bd413881d4310694d48,FRB20181120C,2018-11-20T08:25:28.210080,191.7,3.7,0.00246,0.0065,65.54,73.63,15.1,692.9
110,FRB20181122A,da787170a66e1ff7ed592aa4300e5c99a73e9030719e7646f752efac563b350c,FRB20181122A,2018-11-22T07:52:11.508810,662.821,1.4,0.00068,0.00018,60.04,55.48,14.9,400.2
111,FRB20181122B,dc98fce09b5e23695bcfd5a386d7cd9489c1abcd5f2e9814108aa91e9b233919,FRB20181122B,2018-11-22T10:17:50.154653,225.7555,22.0,0.000246,0.00014,281.08,85.02,122.9,480.7
112,FRB20181123A,d9f888a52180f83efd3cb430c084ccd663bef08ebf4ec765de1bd3c3db6afe84,FRB20181123A,2018-11-23T23:51:47.248963,798.718,2.5,0.00058,0.00192,300.76,55.87,19.7,488.5
113,FRB20181124B,804263a72a8c10dd6afa72ab7cb2436f06d311c59fcf99a9042939ce64e4aa8c,FRB20181124B,2018-11-24T01:03:39.056653,801.6446,4.8,0.001119,0.0002,318.56,29.88,33.8,800.2
114,FRB20181124A,04f78b43484fa1ef90eee8e3faabf196bf6d42f8e2c40881b77d296100924656,FRB20181124A,2018-11-24T15:29:07.215049,1108.532,2.6,0.00147,,175.98,63.52,10.3,674.9
115,FRB20181125A,5e6a72c779f6d49de841611ef56d8445d3430a6a06de707b490f98549bc14640,FRB20181125A,2018-11-25T13:37:30.728375,272.19,3.2,0.00128,,147.94,33.93,34.5,434.5
116,FRB20181125A,d485fa31bda4488eca83164e657f343de4c132433f20d5eb5b6b02be4b9b21a4,FRB20181125A,2018-11-25T13:37:30.732643,272.19,3.2,0.00144,,147.94,33.93,34.5,436.6
117,FRB20181125A,9f299ff251019fc9591b4d8b4d43753b1413bcec6ac776745955394c0e004327,FRB20181125A,2018-11-25T13:37:30.738691,272.19,3.2,0.00158,,147.94,33.93,34.5,426.5
118,FRB20181126A,f306ed1f8f27ad6ccf72587f93e0fa2cdb026e6cdb2729c9fcfc2bc1f60d8946,FRB20181126A,2018-11-26T21:00:50.375008,494.2168,9.4,0.000407,0.00016,262.05,81.17,111.0,441.8
119,FRB20181127A,e44e57163118c9256f9d3e7f662965aad771dc439ce3d2b6e1f6eb49cec7c2f9,FRB20181127A,2018-11-27T19:46:09.260290,930.317,2.9,0.00074,0.00058,243.8,25.43,27.6,479.3
120,FRB20181128A,c09fb71ff7418a6cb3bf8655ffb4c53b0990cbaa46723dddb9a1cb5564c6f3b8,FRB20181128A,2018-11-28T08:27:41.619111,450.3823,8.1,0.00102,0.00399,73.92,63.22,35.7,618.9
121,FRB20181128A,dc2b89cedf3034755bad2e3f9ebff5cf7f3069d25da61e17876c97ef430c4b51,FRB20181128A,2018-11-28T08:27:41.629133,450.3823,8.1,0.00182,0.00399,73.92,63.22,35.7,481.5
122,FRB20181128B,870accab6ac1f0dd573e48eb1bbb2613588b760c828b9ba8839f3de350035f29,FRB20181128B,2018-11-28T14:02:56.045820,456.548,1.9,0.00168,0.00044,157.22,38.28,17.2,400.2
123,FRB20181128D,184c9487ea1e41fe934e810e99e71bf0099c33425d2739467338b8bc6b1006f0,FRB20181128D,2018-11-28T17:53:23.228043,146.5012,7.0,0.001071,0.00011,215.62,59.93,55.3,400.2
124,FRB20181128C,bb25942f8fd810eba262579383e773561cacb9b826d46c16475cdc3793080f92,FRB20181128C,2018-11-28T21:21:49.327113,618.35,3.4,0.01475,0.00232,268.77,49.71,22.2,480.3
125,FRB20181128C,219794e6f4e98b2857feb18c304d2ead28ea45cb7cf377f08cb69eb026a1da34,FRB20181128C,2018-11-28T21:21:49.333939,618.35,3.4,0.01475,0.00232,268.77,49.71,22.2,485.8
126,FRB20181129A,f26caee208e1f31ee05e11036ec238d9dd11dcfe9bb6c928b3a7f29d0c42b71c,FRB20181129A,2018-11-29T03:08:06.135095,385.9684,3.1,0.000588,,355.12,44.95,34.7,518.2
127,FRB20181129B,cf8efc0a18fe9868ab5de3157e96ccb2e9899bb42a25fcca539325544381192b,FRB20181129B,2018-11-29T11:33:37.140820,405.905,9.5,0.000364,0.00083,307.56,81.32,25.7,556.8
128,FRB20181129C,e9b96a3eca8b06771868de64beb0c9f236bd6f51e006e599643163c3884cf5de,FRB20181129C,2018-11-29T19:00:24.297255,502.2158,3.6,0.00118,0.00164,233.38,40.03,23.1,560.6
129,FRB20181130A,5b4c11b4a1b9a1c3c2b3493b5b4b9deb1ffa6673287f42f91304f1be9d15229b,FRB20181130A,2018-11-30T03:03:09.589274,220.0896,1.3,0.00048,,355.19,46.49,43.7,412.1
130,FRB20181201A,122b07c33b92ed996bf18b25c71b13cd295d51bce6ad192f3a7d0d1ac3065cc3,FRB20181201A,2018-12-01T17:39:05.736730,694.356,18.9,0.0048,0.0725,214.96,39.27,43.6,419.0
131,FRB20181201B,e1e3aa463028b63c8afcd82ca63349a30a408e8d798c4e0eff572bfe1732997a,FRB20181201B,2018-12-01T21:26:35.334442,876.577,2.2,0.00224,,273.38,56.31,17.4,429.4
132,FRB20181202A,6bfb51efa9444dbe58cce8d2b01e41b2ae81bc96896c0e2ac3eacdf60e5c8fc4,FRB20181202A,2018-12-02T02:41:41.677333,667.9546,13.7,0.00059,0.00404,351.01,17.36,40.6,505.7
133,FRB20181202B,71a12d3505a9280514fe719acc5a0434b8a20a995013bba0cee83e0f037cf340,FRB20181202B,2018-12-02T16:44:20.703503,825.8834,4.1,0.00061,0.00224,202.83,64.72,20.1,590.1
134,FRB20181202C,ddbe00da042cbb54f85fe28a131b0221d9d7e234e8856586105902eabe51a582,FRB20181202C,2018-12-02T23:37:08.801397,557.1604,3.4,0.00049,0.0079,307.13,57.03,19.0,487.4
135,FRB20181203A,b61cfd6d5aa76519f268e28c5b5af1edfa1fa61404c3e9cb722f408186fdd808,FRB20181203A,2018-12-03T05:25:15.013301,635.9255,3.6,0.000171,0.00144,33.6,23.57,29.4,800.2
136,FRB20181203B,19bae2126452aa627a566adae7db652809d89db2092ec3a0e5e23903ed6f5c1b,FRB20181203B,2018-12-03T06:23:17.112140,375.3871,4.5,0.000578,0.00232,47.31,24.02,35.4,693.2
137,FRB20181203C,06549d2bb774536d1d73538c0b03ce5625edc611110557eb0e0c8f8445f28e5c,FRB20181203C,2018-12-03T16:16:50.347166,2444.57,4.8,0.00365,0.00097,198.48,72.94,22.5,400.2
138,FRB20181208A,f73257645ee21ae6934b1e999ba49d4a9e46b386b4856e2bfe5080cfb20455bc,FRB20181208A,2018-12-08T20:33:03.113709,562.777,4.0,0.00093,0.00113,264.43,62.62,29.7,400.3
139,FRB20181209A,26d44159b823ae7e55b354c5a43e2eb642f67f1a8457a0f1194e17adaf849b4e,FRB20181209A,2018-12-09T09:24:51.811432,328.6557,3.2,0.000597,,98.16,68.69,47.4,403.5
140,FRB20181213A,8b4db02c7f77741583c5390625550b499192618255a9b02cebf684ec0bc6afbe,FRB20181213A,2018-12-13T11:08:10.871765,678.672,3.2,0.001359,,127.66,73.87,21.6,400.2
141,FRB20181213B,7b233adaead3615e0de15e90afea7c297b21ef7190217c7a22af611df1f0c153,FRB20181213B,2018-12-13T14:47:13.871743,626.593,1.7,0.00085,,183.52,53.7,16.3,664.0
142,FRB20181213C,d4d4bdf615627eb27ea64ce5baa1a32cd54b4f53f611944f67e3008e72b8d331,FRB20181213C,2018-12-13T17:00:20.361134,380.736,1.9,0.00125,,216.4,47.46,15.0,400.2
143,FRB20181214A,c939b45bf514134774410e61abc341fc6f8cdbe99a1d0c639a9f5dbeed57cf6c,FRB20181214A,2018-12-14T07:08:15.142116,468.148,0.4,0.000533,0.00044,70.0,43.07,45.2,435.0
144,FRB20181214B,30b604790ab688f3c0fc9a5d952fa78679b1d1effc5362659bb927aed6ec8adb,FRB20181214B,2018-12-14T11:40:20.948854,1120.746,1.2,0.00109,,138.79,42.15,13.3,400.2
145,FRB20181214C,79400ce7191e000fe2c67ff76d31978f6c1012e5ea8aa516a96e6365bcfc98c9,FRB20181214C,2018-12-14T14:16:32.825551,632.7849,5.0,0.000631,0.00163,175.93,60.02,39.9,400.2
146,FRB20181214D,76644747feb2a10d12801baf18156272119c8fd9a634f5c5fa080c8cd986a7d7,FRB20181214D,2018-12-14T14:20:56.281909,1177.319,9.0,0.00099,0.018,178.57,46.71,28.5,700.7
147,FRB20181214F,940164061d16fec269e42553ae37cf8081da9eccf566e3bf6c353ade433fb807,FRB20181214F,2018-12-14T19:19:07.898765,2105.76,2.2,0.0023,0.00152,252.62,32.44,20.2,425.7
148,FRB20181215A,58aa37e23a085f6c6edfb70dfcf7798531a57a1c9c5cb63f553cb5ba10c1d231,FRB20181215A,2018-12-15T08:39:37.369636,412.632,0.7,0.00134,,93.38,39.34,11.8,400.2
149,FRB20181215B,797546413a2f3a84710d1644328144b6f5951439ed12299487de426d0b97dab5,FRB20181215B,2018-12-15T19:20:44.049550,494.0142,2.9,0.000559,,254.81,47.56,29.8,590.2
150,FRB20181216A,f8844e57f48e0a0f586438be95285522dbb6e2bed604b5d86323e623f7144173,FRB20181216A,2018-12-16T22:44:42.273297,542.7376,1.7,0.00022,0.00089,306.28,53.53,15.7,634.0
151,FRB20181217A,4922d7e3b53e9f5703ef5c185ebb234c239e07e6955ddaaf8ae30b725ee63f4f,FRB20181217A,2018-12-17T21:34:49.354150,1177.1666,1.8,0.001015,,290.5,59.8,15.8,663.5
152,FRB20181218A,b29b3a43cc24c8d63d2c150d944d454be1fffda86515b904dbb01a81b494142d,FRB20181218A,2018-12-18T02:37:46.581093,1874.406,1.6,0.00139,0.00022,5.06,71.35,30.8,448.4
153,FRB20181218B,5a6c7cbfa91107bac69ea89592494ffe3772d134b9690180cce1d08840f14d9e,FRB20181218B,2018-12-18T03:34:08.760346,753.405,1.8,0.00169,,18.04,69.39,14.9,400.2
154,FRB20181218C,d1cf3ba8f1f41b0da176ac7837e97fdcf56522ec8bbc679458b9c357e645ece2,FRB20181218C,2018-12-18T21:15:57.379219,384.153,1.7,0.0052,,285.98,58.24,13.5,472.7
155,FRB20181219B,232b31e89eededf7a0d728a4a994a61e71bbccc1cc7bb36696c6882c060efcbc,FRB20181219B,2018-12-19T02:07:50.788361,1952.166,27.0,0.000574,0.00526,180.79,71.55,43.0,800.2
156,FRB20181219C,e6c16d9b37ddadd7cee6b76df097fd68ed0f06eebdb0efaf56b2caf3ab8ca65b,FRB20181219C,2018-12-19T03:21:38.716459,647.891,0.6,0.00126,0.00053,17.77,14.11,27.7,400.2
157,FRB20181219A,08380af9bb4bc5d2d196d119d2d50afa97777117cd78929120a997a46d3e8bdd,FRB20181219A,2018-12-19T07:04:41.679149,451.806,4.7,0.00536,,73.92,63.22,16.3,527.9
158,FRB20181220A,bb2048e4475aa495f7df75a338a0a6a81f9f1fb371a3f56177cebbbe43a680db,FRB20181220A,2018-12-20T01:07:11.736699,209.4017,3.0,0.000435,0.00046,346.11,48.43,40.1,400.2
159,FRB20181220B,84f25ddece2a5111151974fd5a29f0951c117bb113a5822c5a49b4c7edc4fedf,FRB20181220B,2018-12-20T08:30:52.647256,257.7994,3.8,0.000558,,277.37,84.87,24.7,419.5
160,FRB20181221A,493e258fab48dad83f9ab75cbdd20309848b5d17dd02b67acc555996c3b0f614,FRB20181221A,2018-12-21T17:22:35.300024,316.237,5.8,0.000754,0.00132,230.58,25.86,78.8,510.1
161,FRB20181221B,0a5ea01c07c52fe7058559656d50933a48aa7cd852b62d0d6231b2ffb6002479,FRB20181221B,2018-12-21T22:35:40.360428,1395.021,3.3,0.001037,,306.31,80.98,52.1,492.2
162,FRB20181222A,8312306f4c78d9df72501d22db74a80e2bc8a0cc4e585cc7de7267bf78321c11,FRB20181222A,2018-12-22T03:59:23.275098,348.7365,50.0,0.005158,,29.5,65.72,214.4,713.2
163,FRB20181222A,95034279156aa2a1dfccee7675c3cc97e7128944f27f945b0360373b8358973d,FRB20181222A,2018-12-22T03:59:23.279872,348.7365,50.0,0.000382,,29.5,65.72,214.4,699.0
164,FRB20181222A,da8941609582d0186b46d55660fc6373bc4dd63d4604d189fc756ae43fb4265d,FRB20181222A,2018-12-22T03:59:23.288211,348.7365,50.0,0.001718,,29.5,65.72,214.4,671.6
165,FRB20181222A,4d7cc8e993c4c2529671fef7f4ee3b427a6d244775bc68c9854ee8fe745fd0a4,FRB20181222A,2018-12-22T03:59:23.297611,348.7365,50.0,0.00581,,29.5,65.72,214.4,649.3
166,FRB20181222B,d903f1004bd106ae99ec106b86c852fb0b662bbdacc1f149d2b88b6d0a67a00b,FRB20181222B,2018-12-22T07:54:37.238783,619.2478,0.8,0.000596,,90.04,38.55,12.7,415.1
167,FRB20181222C,3930b4e57b66d37c44451ae0dc6a81904fc27c3f189029da76d79eedbfd1b000,FRB20181222C,2018-12-22T10:49:10.661212,1104.892,2.9,0.00152,,131.05,68.33,17.5,400.2
168,FRB20181222D,1dd63240134b9ad1c9b08d36dfa4ac6f1c259fee72d7ba3c1f9c4f0ecb0c3663,FRB20181222D,2018-12-22T14:33:31.631299,1417.11,1.2,0.00375,0.00195,188.2,56.16,20.2,443.0
169,FRB20181222E,65de860867e260acc589bc4ae44c8a3cba3e737aecc317be5d1242638070da32,FRB20181222E,2018-12-22T17:15:12.537876,327.9797,5.5,0.000254,0.00079,50.64,86.97,36.7,455.2
170,FRB20181222E,768d742772a56075fd018b2e6ca24d0b81de0ad2d2b7085647a484fc7b9f7a28,FRB20181222E,2018-12-22T17:15:12.576332,327.9797,5.5,0.00091,0.00079,50.64,86.97,36.7,492.8
