index,frb_name,fingerprint,name,fluence
563,FRB20190619B,5a212561e3ae4ee4aa592e8362fb88e1b5e19b4e4fd33107a52f1154d2d2ad23,FRB20190619B,2.0
564,FRB20190619C,96e8a6aa666edd55d7b0d11a2f816e6e1990940f4a0ca8813621b2fb522d5125,FRB20190619C,0.7
565,FRB20190619D,7e7d1f1b945fab5b2cac928dbc94bfab1ef8ae28ab1b96bb920830938645d0af,FRB20190619D,0.5
566,FRB20190621A,ff712ebf2006a04e0d6a53e9dfa001f2c55506f0d282abcd05b669c24549d1c8,FRB20190621A,0.2
567,FRB20190621B,b89bfc44b05c7d84a0f87a25c949f85330cd82acae2ecad5694df9d76e507e6c,FRB20190621B,0.3
568,FRB20190621C,b1c86f4015f73e2720410212f355eca4d686c9fd24627534b4a76f882ae2f0c9,FRB20190621C,2.0
569,FRB20190621D,7cae82aa9963c11bea391f901a4136a06ef8d71f7c043efc3068f2e35b2f90cd,FRB20190621D,0.9
570,FRB20190622A,98ff7870d8dfc877dc4a1bac36788fa0c579a4d4dac1952b8a5baa1c453bfafe,FRB20190622A,0.6
571,FRB20190623A,701f54451c353db6c84f5cfb2339d98a01ac63b01927f3d3b57427a687bf6587,FRB20190623A,0.4
572,FRB20190623B,c8d048a247cdd7ee15f4f21e76adc6054f8907b971d2b0a8c73486942034152e,FRB20190623B,1.6
573,FRB20190623C,f85767fec9bb09c1a88a86c02ed313c87b5c647d874a5784a2542347ed207723,FRB20190623C,1.9
574,FRB20190624A,8b4a391443fad60147511b07f5bd399351129750edbf99154653561cccfdc422,FRB20190624A,0.6
575,FRB20190624B,d0f57e7fcb0eeb05188ba8ba6978c49ad8e23dd3437043a2cc63d0507c03095f,FRB20190624B,16.5
576,FRB20190625A,db0156e6c6d004901f5813b446a52c4dceb02d10e1b6dadbbf08a1858b61de43,FRB20190625A,0.3
577,FRB20190625E,2adc0df9c2406dd66367539b410e6751be73686ee629b0b22fd48b0d34958c3d,FRB20190625E,0.8
578,FRB20190625E,2adc0df9c2406dd66367539b410e6751be73686ee629b0b22fd48b0d34958c3d,FRB20190625E,0.8
579,FRB20190625E,2adc0df9c2406dd66367539b410e6751be73686ee629b0b22fd48b0d34958c3d,FRB20190625E,0.8
580,FRB20190625C,156b18c542b93b6e5dcd1829f2bb249ad6c8face3828f7339e8dc465d9212caa,FRB20190625C,2.2
581,FRB20190625D,54e4f97503e20c9860e246ec1ed9bac1adf1173111343515c4eb899d19d3d752,FRB20190625D,5.3
582,FRB20190626A,cd0dda4611a22d4129c51ce4ea1dc065bf7737a2c1e09568cf4d577c707e30b9,FRB20190626A,0.4
583,FRB20190627A,ffbd187ace29437eeb9405e154a0e8310ce8023f6519729095f50e3dcaab565b,FRB20190627A,2.0
584,FRB20190627B,400b1132ccbe29fcfaa90d2cb6a0dd9969ab4e8c057aa9212fd3bbe8a28d7135,FRB20190627B,4.1
585,FRB20190627C,e6cdbfcaf7a10b3b3df63bea7c4ae141063367eed1801ec9fd149566f0acd150,FRB20190627C,4.0
586,FRB20190627D,027991ed08cb6dd301770d744977e51798f17280a8f45957b5a120cebe2ab941,FRB20190627D,0.2
587,FRB20190628A,0df27e030e91e83008129481f23a78a8fcfadfe4a1541e60a336d4c96aeef0cb,FRB20190628A,0.8
588,FRB20190628B,ad2923068e0ee8d2e05c6ecc959a95dc425ae730775b16b65006864586802ab8,FRB20190628B,0.8
589,FRB20190628C,493338b9dc6d99e724d70bbeca116f346ed0988ab94abc82567fc1e17c370594,FRB20190628C,0.4
590,FRB20190629A,306ed35b739fbdabb4f02784129c25e19cd92ce66dd1cee412e35171478321c9,FRB20190629A,0.8
591,FRB20190630B,5b254fd3b90ab640a283bcdf0afbf725536eac3f244452b071f31d6f0863f203,FRB20190630B,0.9
592,FRB20190630A,7d53bc0966fc8ae396e464376d521b944dc614200897cde3ed86607b215e1b2b,FRB20190630A,0.4
593,FRB20190630C,05de62e3419fead2dcd9252582f3405fc8fd5fb070f20966c71508584b9e5f5c,FRB20190630C,0.7
594,FRB20190630D,2d06c3e47bedb5e47230ca91ada5d9530fbc2e32e6e75037dcff1625d123ad5a,FRB20190630D,1.7
595,FRB20190701A,8283f8452b93906557f1a459be5849aa77b2056b5704592c9d66cd6c61b3d8c5,FRB20190701A,1.3
596,FRB20190701B,4c51d3047fffcf8336cce19e3291a607cd4daf602200914ada550d70496fb3fe,FRB20190701B,1.1
597,FRB20190701C,97f8202f78d524b2232ca8d3c8d32f6d95e8af107ed381b24880caf9eba2202d,FRB20190701C,0.9
598,FRB20190701D,4ba16fcf6a4ceef31bdcf18722ccc3fd97b9e6bffc83883e4132d733033cd832,FRB20190701D,1.3
599,FRB20190701E,c53f1fa2826a8904815f4d2f8ed9690ccc1227006d0ef43e268ac09f1b460f01,FRB20190701E,0.7
